title,bathrooms,bedrooms,price,square_meters,cityname,state,latitude,longitude,source,luxury
Gaithersburg Luxurious 2 + 2. Pet OK!,2.0,2.0,2085,94.581,Gaithersburg,MD,39.1088,-77.2384,RentDigs.com,1
2 Spacious BR in Centreville. Parking Available!,2.0,2.0,1850,94.581,Centreville,VA,38.835,-77.4652,ListedBuy,1
One BR 13960 Hillcroft Street,1.0,1.0,1000,94.581,Houston,TX,29.7714,-95.4343,RentLingo,0
1465 Central Ave,2.0,2.0,949,94.581,Palm Coast,FL,29.5364,-81.2274,ListedBuy,0
Two BR 203 Hidden Oaks Drive,2.0,2.0,641,94.67399999999999,Saint Louis,MI,43.4108,-84.5978,RentLingo,0
"One BR, One BA, safe neighborhood. Pet OK!",1.0,1.0,2900,94.767,Newton,MA,42.3426,-71.1985,RentDigs.com,0
Three BR 549 E Kellogg Road,2.0,3.0,1575,94.767,Bellingham,WA,48.7871,-122.4437,RentLingo,0
"Gorgeous Blackwood, One BR, One BA",1.0,1.0,1375,94.767,Blackwood,NJ,39.7475,-75.0223,RentDigs.com,0
Two BR 115 E Johnson St,1.0,2.0,1320,94.767,Madison,WI,43.0724,-89.4003,RentLingo,0
Two BR 2677 Larkin Street,2.0,2.0,5495,94.86,San Francisco,CA,37.7599,-122.4379,RentLingo,1
Welcome to eaves Seal Beach. Pet OK!,2.0,2.0,2568,94.86,Seal Beach,CA,33.7606,-118.0806,RentDigs.com,1
Apartment - come and see this one. Parking Available!,1.0,2.0,1870,94.86,Rockville,MD,39.0521,-77.119,RentDigs.com,1
Two BR Apartment - From pristine landscaping and convenient location.,2.0,2.0,1440,94.86,Gaithersburg,MD,39.1088,-77.2384,RentDigs.com,1
Two BR Apartment - Pocket Parks and Covered Swings with Grilling Stations.,2.0,2.0,1429,94.86,Chesapeake,VA,36.7434,-76.2257,RentDigs.com,1
"Gorgeous Groton, Two BR, One BA. Pet OK!",1.0,2.0,1376,94.86,Groton,CT,41.3534,-72.0368,RentDigs.com,1
Three BR 655 12th St. Sw,1.0,3.0,1337,94.86,Forest Lake,MN,45.2764,-92.9901,RentLingo,1
Three BR 912 4th St. Sw,1.0,3.0,1317,94.86,Forest Lake,MN,45.2764,-92.9901,RentLingo,1
Two BR Apartment in Quiet Building - Dallas. Pet OK!,2.0,2.0,1271,94.86,Dallas,TX,32.9954,-96.7849,RentDigs.com,1
Three BR 4027 Ross Road,2.0,3.0,1150,94.86,Ames,IA,42.0259,-93.6516,RentLingo,0
"Attractive Two BR, Two BA",2.0,2.0,1075,94.86,Euless,TX,32.8255,-97.1039,RentDigs.com,1
"Great Central Location Two BR, 1.50 BA. Pet OK!",1.5,2.0,950,94.86,Pittsburgh,PA,40.4249,-79.981,RentDigs.com,0
Two BR 2910 A White Knight Blvd,1.0,2.0,856,94.86,Indianapolis,IN,39.7953,-86.1387,RentLingo,1
Two BR 2809 W 33rd St,1.0,2.0,825,94.86,Sioux Falls,SD,43.5329,-96.7265,RentLingo,1
Two BR 2929 Horizon Drive,2.0,2.0,799,94.86,West Lafayette,IN,40.4969,-86.9659,RentLingo,0
Two BR 2817 Horizon Drive,2.0,2.0,799,94.86,West Lafayette,IN,40.4969,-86.9659,RentLingo,1
One BR 625 N. Van Buren,1.0,1.0,795,94.86,Tucson,AZ,32.2264,-110.9438,RentLingo,1
Two BR Apartment - Welcome home to Echo Ridge.,2.0,2.0,2175,94.953,Snoqualmie,WA,47.5269,-121.821,RentDigs.com,1
Two BR 4215 Maricopa,2.0,2.0,1015,94.953,Ames,IA,42.0259,-93.6516,RentLingo,0
Welcome to eaves Seal Beach.,2.0,2.0,2542,95.04599999999999,Seal Beach,CA,33.7606,-118.0806,RentDigs.com,1
"In addition to unique floor plans, our residents enjoy stunning Oaks.",2.0,2.0,1599,95.04599999999999,Denver,CO,39.6767,-104.8854,RentDigs.com,0
Grapevine Luxurious 2 + 2. Pet OK!,2.0,2.0,1450,95.04599999999999,Grapevine,TX,32.9314,-97.0956,RentDigs.com,1
Three BR 957 7th Ave Sw,1.0,3.0,1338,95.04599999999999,Forest Lake,MN,45.2764,-92.9901,RentLingo,0
Two BR 1428 Walton,2.0,2.0,1115,95.04599999999999,Ames,IA,42.0259,-93.6516,RentLingo,0
One BR 918-938 4th Street,2.0,1.0,700,95.04599999999999,Fond Du Lac,WI,43.7815,-88.4411,RentLingo,0
Connecticut Park Apartments #2 BR 2A: Wa...,1.0,2.0,3063,95.139,Washington,DC,38.9348,-77.059,RealRentals,0
Two BR 1050 Allen,2.5,2.0,2595,95.139,Glendale,CA,34.1594,-118.2498,RentLingo,0
"Attractive Two BR, Two BA. 2 Car Garage!",2.0,2.0,1825,95.139,Kent,WA,47.3907,-122.2626,RentDigs.com,1
All the comforts of a country home can be Green Apartments.,2.0,2.0,1750,95.139,Bedford,NH,42.9442,-71.5194,RentDigs.com,1
Two BR 500 South Upper Street,2.0,2.0,1448,95.139,Lexington,KY,38.0172,-84.4931,RentLingo,1
"Lease Spacious 2+2. Approx 1,023 sf of Living Space. Pet OK!",2.0,2.0,1435,95.139,Manchester,CT,41.7773,-72.5249,RentDigs.com,1
"Manchester, Two BR, Two BA for rent",2.0,2.0,1360,95.139,Manchester,CT,41.7773,-72.5249,RentDigs.com,1
Two BR 3909 N. Murray Avenue,1.0,2.0,1216,95.139,Shorewood,WI,43.0834,-87.8861,RentLingo,1
"Charming Two BR, Two BA. Pet OK!",2.0,2.0,1599,95.232,Oklahoma City,OK,35.4751,-97.5035,RentDigs.com,1
One BR Elm Creek Blvd & 85th Ave N,1.0,1.0,1450,95.232,Maple Grove,MN,45.1207,-93.4682,RentLingo,1
Two BR 4483 SE Roethe Rd,1.5,2.0,1325,95.232,Milwaukie,OR,45.4248,-122.6129,RentLingo,0
Three BR 210 E Kiber,1.5,3.0,1150,95.232,Angleton,TX,29.1696,-95.4243,RentLingo,0
Two BR 3658-3660 N. 5th Ave,2.0,2.0,1100,95.232,Phoenix,AZ,33.5178,-112.0848,RentLingo,0
Fantastic Two BR on ! NO PETS,2.0,2.0,1050,95.232,Grand Junction,CO,39.0804,-108.5423,RentDigs.com,0
Two BR - Avalon Townhouse Apartments is a high quality. Parking Available!,1.5,2.0,690,95.232,Goldsboro,NC,35.38,-78.0979,RentDigs.com,0
One BR 1220 N La Cienega Blvd,1.0,1.0,4195,95.325,West Hollywood,CA,34.0948,-118.3699,RentLingo,0
Two BR 12323 Texas Ave,1.5,2.0,2898,95.325,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
Two BR 3755 Mentone Avenue,2.0,2.0,2595,95.325,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
Outstanding Opportunity To Live At The Long Beach City Club. Single Car Garage!,2.0,3.0,2595,95.325,Long Beach,CA,33.7696,-118.1926,RentDigs.com,1
Two BR 5133 Washington St,1.5,2.0,1735,95.325,Downers Grove,IL,41.78,-88.0222,RentLingo,0
Two BR 1510 9th St,2.0,2.0,1600,95.325,Tuscaloosa,AL,33.1932,-87.5349,RentLingo,0
Two BR Loft Apartment in Audubon,1.0,2.0,1475,95.325,Audubon,PA,40.1493,-75.3675,RentDigs.com,1
Two BR 5901 E 6th Ave,2.0,2.0,1250,95.325,Anchorage,AK,61.1723,-149.8414,RentLingo,1
Beautiful Cincinnati Apartment for rent. Pet OK!,2.0,2.0,1175,95.325,Cincinnati,OH,39.1912,-84.4615,RentDigs.com,1
Two BR 2006 Kellogg,1.0,2.0,855,95.325,Ames,IA,42.0259,-93.6516,RentLingo,0
Two BR 481 Moore St. & College Walk,1.5,2.0,800,95.325,Oxford,GA,33.6791,-83.8742,RentLingo,0
Two BA - Two BR - Chelsea - convenient location. Pet OK!,2.0,2.0,2295,95.418,Chelsea,MA,42.3968,-71.0342,RentDigs.com,1
"Two BR 321 SOUTH BROAD STREET, HOME # 422",2.0,2.0,2069,95.418,Elizabeth,NJ,40.6623,-74.2087,RentLingo,0
Two BR 7826 Gatehouse Drive,1.0,2.0,1149,95.418,Houston,TX,29.7714,-95.4343,RentLingo,1
"Spacious Two BR, Two BA. Pet OK!",2.0,2.0,1672,95.511,Cleveland,OH,41.4729,-81.7374,RentDigs.com,1
Two BR 651 N. 13th Street,1.0,2.0,1495,95.511,Easton,PA,40.6955,-75.2464,RentLingo,0
"Spacious Two BR, Two BA. Pet OK!",2.0,2.0,1068,95.511,Apex,NC,35.7238,-78.8695,RentDigs.com,1
Apex \ Two BR \ Two BA - come and see this one.,2.0,2.0,1023,95.511,Apex,NC,35.7238,-78.8695,RentDigs.com,1
Two BR 10534 Santa Monica Blvd.,2.0,2.0,4050,95.604,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
Two BR 5338 Cartwright Ave.,2.0,2.0,2990,95.604,North Hollywood,CA,34.1881,-118.3905,RentLingo,0
Two BR 1705 Aldersgate Ln.,1.0,2.0,1495,95.604,Newberg,OR,45.3119,-122.9743,RentLingo,0
Pet Friendly 1+1 Apartment in Columbia,1.0,1.0,1390,95.604,Columbia,MD,39.2057,-76.8318,RentDigs.com,1
"Over 1,028 sf in Raleigh",2.0,2.0,1054,95.604,Raleigh,NC,35.823,-78.6438,RentDigs.com,1
"Gorgeous Raleigh, Two BR, Two BA. Pet OK!",2.0,2.0,979,95.604,Raleigh,NC,35.823,-78.6438,RentDigs.com,1
Outstanding Opportunity To Live At The Bothell City Club. Single Car Garage!,2.0,2.0,1975,95.697,Bothell,WA,47.8441,-122.1991,RentDigs.com,1
Three BR 1236 Mound St,1.0,3.0,1695,95.697,Madison,WI,43.0724,-89.4003,RentLingo,1
"Boston, Two BR, Two BA for rent",2.0,2.0,4505,95.79,Boston,MA,42.328,-71.071,RentDigs.com,1
Sleepy Hollow Gardens,1.0,1.0,1850,95.79,Tarrytown,NY,41.0781,-73.8553,RentDigs.com,1
"Lovely Lynnwood, Two BR, Two BA. Pet OK!",2.0,2.0,1724,95.79,Lynnwood,WA,47.8616,-122.2729,RentDigs.com,1
"Over 1,030 sf in Lynnwood",2.0,2.0,1699,95.79,Lynnwood,WA,47.8616,-122.2729,RentDigs.com,1
Pet Friendly 2+2 Apartment in Oklahoma City. Pet OK!,2.0,2.0,1690,95.79,Oklahoma City,OK,35.4751,-97.5035,RentDigs.com,1
"Gorgeous Oklahoma City, Two BR, Two BA. Pet OK!",2.0,2.0,1625,95.79,Oklahoma City,OK,35.4751,-97.5035,RentDigs.com,1
Three BR 1517 S. Theresa Ave. Theresa Park Lofts,1.0,3.0,1600,95.79,Saint Louis,MO,38.6274,-90.304,RentLingo,0
"Beltsville - 1bd/One BA 1,030sqft Apartment for rent",1.0,1.0,1505,95.79,Beltsville,MD,39.043,-76.9077,RentDigs.com,0
"$1,238 / Two BR - Great Deal. MUST SEE. Pet OK!",2.0,2.0,1238,95.79,Grapevine,TX,32.9314,-97.0956,RentDigs.com,1
One BR 900 N. Rohlwing Road,1.0,1.0,1225,95.79,Addison,IL,41.9323,-88.0048,RentLingo,0
Two BR 12312 E. Olive Avenue,2.0,2.0,1150,95.79,Spokane Valley,WA,47.6485,-117.2657,RentLingo,0
Apartment in prime location,1.5,2.0,933,95.79,Edmond,OK,35.6217,-97.4702,RentDigs.com,1
Two BR 339 D Street,2.0,2.0,3950,95.883,Boston,MA,42.3402,-71.0488,RentLingo,0
Two BR 6944 Knowlton Place,2.0,2.0,2977,95.883,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
Two BR 1714 W Roscoe St,2.0,2.0,2665,95.883,Chicago,IL,41.8625,-87.6825,RentLingo,0
Two BR Apartment in Quiet Building - Grapevine,2.0,2.0,1175,95.883,Grapevine,TX,32.9314,-97.0956,RentDigs.com,1
Playa del Rey - in a great area. Parking Available!,2.0,2.0,3739,95.976,Playa Del Rey,CA,33.9908,-118.4592,RentDigs.com,1
"Welcome luxurious Apartments in, CA.",2.0,3.0,2415,95.976,Lakewood,CA,33.8415,-118.0789,RentDigs.com,1
Two BR 4400 Ridgefield Way,2.0,2.0,1999,96.069,Nashville,TN,36.137,-86.783,RentLingo,0
One BR Apartment - Park Villa is an exclusive -style. Parking Available!,2.0,1.0,1890,96.069,Cleveland,OH,41.5073,-81.6046,RentDigs.com,1
Apartment in move in condition in Cedar Knolls,2.0,2.0,2433,96.162,Cedar Knolls,NJ,40.8234,-74.4534,RentDigs.com,1
"Amazing Two BR, One BA for rent",1.0,2.0,1870,96.162,Issaquah,WA,47.5582,-122.0044,RentDigs.com,1
"Lease Spacious 2+2. Approx 1,034 sf of Living Space. Pet OK!",2.0,2.0,1550,96.162,Denver,CO,39.9041,-105.007,RentDigs.com,1
Two BR Apartment - Surrounded by world-class golf courses and open green,2.0,2.0,1490,96.162,Denver,CO,39.9041,-105.007,RentDigs.com,1
Las Brisas Luxury Apartment Homes,2.0,2.0,1341,96.162,Round Rock,TX,30.5573,-97.6763,RentDigs.com,1
Las Brisas Luxury Apartment Homes,2.0,2.0,1326,96.162,Round Rock,TX,30.5573,-97.6763,RentDigs.com,1
Two BR 5250 S. Rainbow Blvd #2057,2.0,2.0,1275,96.162,Las Vegas,NV,36.1554,-115.1733,RentLingo,0
Two BR Apartment - Large & Bright,1.5,2.0,1163,96.162,Ellington,CT,41.9144,-72.445,RentDigs.com,1
This rental is a Jamestown apartment General Arthurs.,1.0,1.0,910,96.162,Jamestown,NC,35.9998,-79.9305,RentDigs.com,0
Four BR 141 Thomas Street,2.0,4.0,1980,96.255,Auburn,AL,32.5975,-85.4777,RentLingo,0
Two BR 2001 Madison Square Blvd,2.0,2.0,1229,96.255,La Vergne,TN,36.0113,-86.5659,RentLingo,1
Studio apartment 801 South 15th Street,1.0,2.0,775,96.255,Omaha,NE,41.2562,-96.0404,RentLingo,0
One BR 1885 E Farragut Ave,1.0,1.0,674,96.255,Orange,TX,30.1213,-93.7711,RentLingo,1
"Over 1,036 sf in Wayne. Covered parking!",2.0,2.0,2305,96.348,Wayne,NJ,40.9472,-74.2427,RentDigs.com,1
"Charming Two BR, Two BA. Single Car Garage!",2.0,2.0,2305,96.348,Wayne,NJ,40.9472,-74.2427,RentDigs.com,1
"Cincinnati - 2bd/Two BA 1,036sqft Apartment for rent",2.0,2.0,1790,96.348,Cincinnati,OH,39.2476,-84.3509,RentDigs.com,0
Two Spacious BR in Plainsboro,2.0,2.0,1700,96.348,Plainsboro,NJ,40.3346,-74.5794,RentDigs.com,1
Find the new standard of comfort and of Palm. Pet OK!,2.0,2.0,1330,96.348,Palm Harbor,FL,28.0788,-82.7277,RentDigs.com,0
"Two BR, Two BA, safe neighborhood",2.0,2.0,1320,96.348,Clermont,FL,28.4544,-81.7641,RentDigs.com,1
Two BR E 8th Street,1.0,2.0,1195,96.348,Vancouver,WA,45.6558,-122.5888,RentLingo,0
Two BR 1545 Cooley St Unit E,1.0,2.0,1095,96.348,Missoula,MT,46.8587,-114.041,RentLingo,0
Two BR IH-35 and Barwood Park,2.0,2.0,1070,96.348,Austin,TX,30.3054,-97.7497,RentLingo,0
"Gorgeous Hillsborough, Two BR, Two BA",2.0,2.0,1060,96.348,Hillsborough,NC,36.0746,-79.0777,RentDigs.com,1
"Three BR 1600 Old Bainbridge Rd., ,",2.0,3.0,1470,96.441,Tallahassee,FL,30.4601,-84.2714,RentLingo,0
One BR 12000 Hayes St,1.0,1.0,1141,96.441,Overland Park,KS,38.9259,-94.6916,RentLingo,1
Two BR 1011 NW 34th St.,1.0,2.0,1750,96.534,Corvallis,OR,44.5716,-123.282,RentLingo,0
Two BR Apartment - Camden Reunion Park s one. Pet OK!,2.0,2.0,1079,96.534,Apex,NC,35.6775,-78.7763,RentDigs.com,0
Two BR Apartment - Camden Reunion Park s one. Single Car Garage!,2.0,2.0,1069,96.534,Apex,NC,35.6775,-78.7763,RentDigs.com,0
Two BR Apartment - Camden Reunion Park s one.,2.0,2.0,1029,96.534,Apex,NC,35.6775,-78.7763,RentDigs.com,0
Two BR Apartment - Camden Reunion Park s one.,2.0,2.0,949,96.534,Apex,NC,35.6775,-78.7763,RentDigs.com,0
Apartment in prime location,1.0,1.0,2925,96.627,Jersey City,NJ,40.722,-74.0644,RentDigs.com,1
"Charming Two BR, Two BA. Pet OK!",2.0,2.0,1589,96.627,Colorado Springs,CO,39.0459,-104.8179,RentDigs.com,1
One BR 720 S Rangeline Rd Suite 166,1.0,1.0,1315,96.627,Carmel,IN,39.9735,-86.1243,RentLingo,1
Two BR Apartment - Welcome to Avanti Perfectly placed in Centennial Hills.,2.0,2.0,1215,96.627,Las Vegas,NV,36.3302,-115.3257,RentDigs.com,1
Two BR 389 Belmont Street Unit 202,2.0,2.0,3300,96.72,Oakland,CA,37.7904,-122.2151,RentLingo,0
Two BR One BA In Orange CA 92614,2.0,2.0,2500,96.72,Orange,CA,33.6809,-117.8319,RENTOCULAR,1
Three BA \ Two BR - in a great area. Carport parking!,2.5,2.0,1735,96.72,Lynnwood,WA,47.8495,-122.2825,RentDigs.com,1
Two BR 6535 N 17th Ave,1.5,2.0,1250,96.72,Phoenix,AZ,33.5178,-112.0848,RentLingo,0
"Welcome Apartments, the friendliest community in Tyler!",2.0,2.0,1120,96.72,Tyler,TX,32.2973,-95.2029,RentDigs.com,1
Dallas Luxurious 2 + 2,2.0,2.0,1118,96.72,Dallas,TX,32.9954,-96.7849,RentDigs.com,1
Convenient location Two BR Two BA for rent,2.0,2.0,1010,96.72,Lufkin,TX,31.2859,-94.808,RentDigs.com,1
Average Rent $930 a month - That's a STEAL!,1.5,2.0,930,96.72,Euless,TX,32.8255,-97.1039,RentDigs.com,1
Two BR 4709 South Oxbow Ave,2.0,2.0,875,96.72,Sioux Falls,SD,43.5329,-96.7265,RentLingo,1
Two BR 6000 West 43rd Street,2.0,2.0,855,96.72,Sioux Falls,SD,43.5329,-96.7265,RentLingo,1
Two BR Emory Woods Condo 2515 Veterans Memorial Parkway Unit 312,2.0,2.0,795,96.72,Tuscaloosa,AL,33.1932,-87.5349,RentLingo,0
"Over 1,040 sf in Toledo. Pet OK!",2.0,2.0,785,96.72,Toledo,OH,41.705,-83.6059,RentDigs.com,1
Two BR 8532 West Knoll Drive,2.0,2.0,5450,96.813,West Hollywood,CA,34.0948,-118.3699,RentLingo,0
Three Spacious BR in Dallas,2.0,3.0,1609,96.813,Dallas,TX,32.7907,-96.7501,RentDigs.com,1
"Over 1,042 sf in Chelsea",2.0,2.0,2401,96.906,Chelsea,MA,42.3968,-71.0342,RentDigs.com,1
"Average Rent $1,785 a month - That's a STEAL!",2.0,2.0,1785,96.906,Columbia,MD,39.2144,-76.8797,RentDigs.com,1
"Virginia Beach, Two BR, Two BA for rent",2.0,2.0,1317,96.906,Virginia Beach,VA,36.8623,-76.0114,RentDigs.com,1
"Over 1,042 sf in Tipp City. Single Car Garage!",1.0,2.0,1175,96.906,Tipp City,OH,39.9513,-84.1778,RentDigs.com,1
Prominence Apartments Two BR Luxury Apartment Homes,2.0,2.0,1039,96.906,Cleveland,OH,41.4983,-81.6437,RentDigs.com,0
"Apartment in quiet area, spacious with big kitchen. Pet OK!",2.0,2.0,1020,96.906,Longview,TX,32.5548,-94.7807,RentDigs.com,1
This Apartment is a must see. Single Car Garage!,2.0,2.0,2135,96.999,Newcastle,WA,47.4831,-122.1298,RentDigs.com,1
Two BR 24875 Prielipp Road,2.0,2.0,1575,96.999,Wildomar,CA,33.5955,-117.2572,RentLingo,1
"Two BA - $1,410/mo - Las Vegas - ready to move in.",2.0,2.0,1410,96.999,Las Vegas,NV,36.0174,-115.2519,RentDigs.com,1
"Gorgeous Jessup, One BR, One BA. Pet OK!",1.0,1.0,1745,97.092,Jessup,MD,39.1561,-76.8099,RentDigs.com,0
Two BA \ Two BR - convenient location. Washer/Dryer Hookups!,2.0,2.0,1375,97.092,Greensboro,NC,36.0703,-79.7719,RentDigs.com,1
One BR 2600 Celebration Cv,1.0,1.0,1047,97.092,Shreveport,LA,32.4645,-93.7879,RentLingo,0
Apartment in great location,1.0,2.0,946,97.092,Toledo,OH,41.6545,-83.6757,RentDigs.com,1
Two BR Apartment - Large & Bright. $883/mo,2.0,2.0,883,97.092,Durham,NC,35.9165,-78.9177,RentDigs.com,1
Studio apartment 1305 Lombard Street,1.0,0.0,6500,97.185,San Francisco,CA,37.7599,-122.4379,RentLingo,0
Two BR 3111 132 Street Se,2.0,2.0,1479,97.185,Everett,WA,47.9338,-122.2052,RentLingo,1
Two BA - Apartment - ready to move in.,2.0,2.0,1336,97.185,Coraopolis,PA,40.5059,-80.1869,RentDigs.com,1
"Amazing Two BR, Two BA for rent. Pet OK!",2.0,2.0,1099,97.278,Dayton,OH,39.7069,-84.0832,RentDigs.com,1
Two BR 810 Jupiter Drive,2.0,2.0,1195,97.371,Madison,WI,43.0724,-89.4003,RentLingo,1
Lawrence Landing,1.5,2.0,799,97.371,Indianapolis,IN,39.8373,-86.0562,RentDigs.com,1
"Two BR 246 Lincoln Street, Unit C",2.0,2.0,2445,97.464,Placentia,CA,33.8726,-117.8546,RentLingo,0
"Two BA - 1,049 sq. ft. - ready to move in. Single Car Garage!",2.0,2.0,3874,97.557,Los Angeles,CA,33.955,-118.3967,RentDigs.com,1
"Fort Collins - 2bd/Two BA 1,049sqft Apartment for rent. Pet OK!",2.0,2.0,1650,97.557,Fort Collins,CO,40.534,-105.0444,RentDigs.com,0
Four BR 809 Sybil St,1.0,4.0,3300,97.65,Ann Arbor,MI,42.2711,-83.745,RentLingo,0
Landlord Pays Broker Fee - Two BR New Jersey,1.0,2.0,3200,97.65,Jersey City,NJ,40.722,-74.0644,RentDigs.com,0
Two BR 2533 Hillegass Avenue Unit 302,1.0,2.0,3199,97.65,Berkeley,CA,37.8726,-122.2707,RentLingo,0
Two BR 1141 S. Oakhurst Dr.,1.0,2.0,3145,97.65,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
Two BR 1462 S. Shenandoah,1.0,2.0,2795,97.65,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
Two BR 5452 Alvern Circle,2.0,2.0,2795,97.65,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
Two BR 10705 Rose Avenue,2.0,2.0,2760,97.65,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
Two BR 14225 Lora Dr Unit 48,2.0,2.0,2740,97.65,Los Gatos,CA,37.2169,-121.956,RentLingo,0
Two BR 1918 E Vanowen Ave,1.0,2.0,2310,97.65,Orange,CA,33.8,-117.8367,RentLingo,0
Two BR Skylark Apartments 4832 and a half California Avenue SW,2.0,2.0,2195,97.65,Seattle,WA,47.616,-122.3275,RentLingo,0
"2014's RHA's Community of Excellence, built 12 new apartments. Pet OK!",2.0,2.0,2095,97.65,Norwood,MA,42.1865,-71.202,RentDigs.com,1
Two BR 301 Vineyard,2.0,2.0,1955,97.65,Oxnard,CA,34.1873,-119.1738,RentLingo,0
Two BR 340 North 12th Street,1.0,2.0,1795,97.65,Philadelphia,PA,40.0054,-75.1415,RentLingo,0
Two BR 340 E Virginia Cir,1.0,2.0,1595,97.65,Phoenix,AZ,33.5178,-112.0848,RentLingo,0
Welcome to eaves Columbia Town Center.,1.5,2.0,1585,97.65,Columbia,MD,39.2144,-76.8797,RentDigs.com,1
3 BR in Manchester CT 06040,1.0,3.0,1550,97.65,Manchester,CT,41.7773,-72.5249,ListedBuy,0
"Average Rent $1,519 a month - That's a STEAL. Pet OK!",2.0,2.0,1519,97.65,Marietta,GA,34.0341,-84.5061,RentDigs.com,1
"Attractive One BR, One BA",1.0,1.0,1465,97.65,Ellicott City,MD,39.2735,-76.8674,RentDigs.com,1
Three BR 1777 10th St. Se,1.0,3.0,1424,97.65,Forest Lake,MN,45.2764,-92.9901,RentLingo,1
Two BR 1580 Parkwood Drive,2.0,2.0,1415,97.65,Woodbury,MN,44.9032,-92.9227,RentLingo,1
Two BR 3477 Arcade Street,1.0,2.0,1325,97.65,Vadnais Heights,MN,45.0893,-93.031,RentLingo,1
Two BR 2934 Leavenworth,2.0,2.0,1295,97.65,Omaha,NE,41.2562,-96.0404,RentLingo,0
"1,050 sq. ft. \ Inwood \ Two BA - convenient location. Parking Available!",2.0,2.0,1286,97.65,Dallas,TX,32.9455,-96.7962,RentDigs.com,1
"Move-in condition, Two BR Two BA",2.0,2.0,1275,97.65,Arlington,TX,32.6548,-97.1587,RentDigs.com,1
Two BR Bluegrass Circle,2.0,2.0,1270,97.65,Cedar Falls,IA,42.5286,-92.4509,RentLingo,1
Two BR 210 218 N Sarah St,1.0,2.0,1255,97.65,Saint Louis,MO,38.6274,-90.304,RentLingo,1
Two BR 4637 Sara Rd,2.0,2.0,1250,97.65,Valdosta,GA,30.8655,-83.2658,RentLingo,0
Two Spacious BR in Las Vegas,2.0,2.0,1225,97.65,Las Vegas,NV,36.2548,-115.5263,RentDigs.com,1
"Morrisville, prime location Two BR, Apartment",2.0,2.0,1153,97.65,Morrisville,NC,35.823,-78.6438,RentDigs.com,1
Two BR Chadwick Road,2.0,2.0,1150,97.65,Cedar Falls,IA,42.5286,-92.4509,RentLingo,1
Apartment in prime location,2.0,2.0,1134,97.65,Morrisville,NC,35.823,-78.6438,RentDigs.com,1
Two BR 305 E. 43rd Street Unit 3W,1.0,2.0,1125,97.65,Kansas City,MO,39.0744,-94.5521,RentLingo,0
One BR 3208 & 3210 Warrensville Center Road,1.0,1.0,1100,97.65,Shaker Heights,OH,41.4794,-81.5609,RentLingo,0
"Gorgeous Bedford, Two BR, Two BA",2.0,2.0,1100,97.65,Bedford,TX,32.8281,-97.145,RentDigs.com,0
Three BR 109 Twisted Hill Road,1.0,3.0,1099,97.65,Irmo,SC,34.119,-81.1962,RentLingo,1
One BR 3412 Dodge St,1.0,1.0,1095,97.65,Omaha,NE,41.2562,-96.0404,RentLingo,0
One BR 1520 Washington Avenue,1.0,1.0,1050,97.65,Saint Louis,MO,38.6326,-90.2023,RentLingo,1
Two BR 481 E Ellendale Ave,2.0,2.0,1045,97.65,Dallas,OR,44.924,-123.3283,RentLingo,0
Two BR 5932 Outlook,2.0,2.0,1025,97.65,Mission,KS,39.0269,-94.6516,RentLingo,0
Two Spacious BR in Marietta,1.0,2.0,1025,97.65,Marietta,GA,34.0007,-84.4665,RentDigs.com,0
Three BR 111 E Springfield,1.0,3.0,960,97.65,Champaign,IL,40.1145,-88.2723,RentLingo,0
Two BR Apartment in Edmond,2.0,2.0,939,97.65,Edmond,OK,35.6217,-97.4702,RentDigs.com,1
"Newport News, prime location Three BR, Apartment",1.0,3.0,920,97.65,Newport News,VA,37.0575,-76.4614,RentDigs.com,1
One BR 14 Lacroix Ct Dr,1.0,1.0,919,97.65,Rochester,NY,43.1689,-77.6289,RentLingo,1
Two BR 2260 Pine Tree Rd,1.0,2.0,900,97.65,Holt,MI,42.6427,-84.5281,RentLingo,0
Two BR 916-918 E 39th,1.0,2.0,895,97.65,Kansas City,MO,39.0744,-94.5521,RentLingo,0
Two BR/ Two BA first floor,2.0,2.0,885,97.65,Barberton,OH,41.0186,-81.6218,RentDigs.com,0
Apartment in move in condition in Monroeville. Parking Available!,1.5,2.0,885,97.65,Monroeville,PA,40.4261,-79.7631,RentDigs.com,1
One BR 3904 N 153rd Court,1.0,1.0,840,97.65,Omaha,NE,41.2562,-96.0404,RentLingo,1
Three BR 115 Tremont Street,1.0,3.0,750,97.65,Cedar Falls,IA,42.5286,-92.4509,RentLingo,0
704 Main St,1.0,3.0,750,97.65,Sugar Notch,PA,41.2076,-75.9239,tenantcloud,0
Two BR 1205 Verde Dr,1.5,2.0,699,97.65,Bryan,TX,30.7084,-96.347,RentLingo,0
Two BR 1180 Genei Ct E,2.0,2.0,684,97.65,Saginaw,MI,43.4251,-83.9731,RentLingo,1
Prominence Apartments Two BR Luxury Apartment Homes,1.5,2.0,1540,97.743,Columbia,MD,39.2057,-76.8318,RentDigs.com,1
